region_id,region_type,region,Zipcode,State,Metro Area,City,County
71808,zip,"32129;FL;Deltona-Daytona Beach-Ormond Beach, FL;Port Orange;Volusia County",32129,FL,"Deltona-Daytona Beach-Ormond Beach, FL",Port Orange,Volusia County
99499,zip,"98011;WA;Seattle-Tacoma-Bellevue, WA;Bothell;King County",98011,WA,"Seattle-Tacoma-Bellevue, WA",Bothell,King County
72766,zip,"33703;FL;Tampa-St. Petersburg-Clearwater, FL;Saint Petersburg;Pinellas County",33703,FL,"Tampa-St. Petersburg-Clearwater, FL",Saint Petersburg,Pinellas County
90686,zip,"75092;TX;Sherman-Denison, TX;Sherman;Grayson County",75092,TX,"Sherman-Denison, TX",Sherman,Grayson County
84384,zip,"60133;IL;Chicago-Naperville-Elgin, IL-IN-WI;Hanover Park;DuPage County",60133,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Hanover Park,DuPage County
96473,zip,"91722;CA;Los Angeles-Long Beach-Anaheim, CA;Covina;Los Angeles County",91722,CA,"Los Angeles-Long Beach-Anaheim, CA",Covina,Los Angeles County
100334,zip,"99654;AK;Anchorage, AK;Wasilla;Matanuska Susitna Borough",99654,AK,"Anchorage, AK",Wasilla,Matanuska Susitna Borough
81087,zip,"52732;IA;Clinton, IA;Clinton;Clinton County",52732,IA,"Clinton, IA",Clinton,Clinton County
71058,zip,"30340;GA;Atlanta-Sandy Springs-Alpharetta, GA;nan;Dekalb County",30340,GA,"Atlanta-Sandy Springs-Alpharetta, GA",nan,Dekalb County
88614,zip,"70461;LA;New Orleans-Metairie, LA;Slidell;Saint Tammany Parish",70461,LA,"New Orleans-Metairie, LA",Slidell,Saint Tammany Parish
73964,zip,"36605;AL;Mobile, AL;Mobile;Mobile County",36605,AL,"Mobile, AL",Mobile,Mobile County
60405,zip,"6705;CT;New Haven-Milford, CT;Waterbury;New Haven County",06705,CT,"New Haven-Milford, CT",Waterbury,New Haven County
91560,zip,"76710;TX;Waco, TX;Waco;McLennan County",76710,TX,"Waco, TX",Waco,McLennan County
73968,zip,"36609;AL;Mobile, AL;Mobile;Mobile County",36609,AL,"Mobile, AL",Mobile,Mobile County
79138,zip,"48328;MI;Detroit-Warren-Dearborn, MI;Waterford;Oakland County",48328,MI,"Detroit-Warren-Dearborn, MI",Waterford,Oakland County
97765,zip,"94559;CA;Napa, CA;Napa;Napa County",94559,CA,"Napa, CA",Napa,Napa County
92106,zip,"77802;TX;College Station-Bryan, TX;Bryan;Brazos County",77802,TX,"College Station-Bryan, TX",Bryan,Brazos County
72710,zip,"33607;FL;Tampa-St. Petersburg-Clearwater, FL;Tampa;Hillsborough County",33607,FL,"Tampa-St. Petersburg-Clearwater, FL",Tampa,Hillsborough County
87830,zip,"68046;NE;Omaha-Council Bluffs, NE-IA;Papillion;Sarpy County",68046,NE,"Omaha-Council Bluffs, NE-IA",Papillion,Sarpy County
79015,zip,"48150;MI;Detroit-Warren-Dearborn, MI;Livonia;Wayne County",48150,MI,"Detroit-Warren-Dearborn, MI",Livonia,Wayne County
74348,zip,"37379;TN;Chattanooga, TN-GA;Soddy-Daisy;Hamilton County",37379,TN,"Chattanooga, TN-GA",Soddy-Daisy,Hamilton County
69386,zip,"27527;NC;Raleigh-Cary, NC;Clayton;Johnston County",27527,NC,"Raleigh-Cary, NC",Clayton,Johnston County
72775,zip,"33712;FL;Tampa-St. Petersburg-Clearwater, FL;Saint Petersburg;Pinellas County",33712,FL,"Tampa-St. Petersburg-Clearwater, FL",Saint Petersburg,Pinellas County
88177,zip,"68801;NE;Grand Island, NE;Grand Island;Hall County",68801,NE,"Grand Island, NE",Grand Island,Hall County
75215,zip,"39211;MS;Jackson, MS;Jackson;Hinds County",39211,MS,"Jackson, MS",Jackson,Hinds County
99126,zip,"97212;OR;Portland-Vancouver-Hillsboro, OR-WA;Portland;Multnomah County",97212,OR,"Portland-Vancouver-Hillsboro, OR-WA",Portland,Multnomah County
79075,zip,"48220;MI;Detroit-Warren-Dearborn, MI;Ferndale;Oakland County",48220,MI,"Detroit-Warren-Dearborn, MI",Ferndale,Oakland County
58657,zip,"2143;MA;Boston-Cambridge-Newton, MA-NH;Somerville;Middlesex County",02143,MA,"Boston-Cambridge-Newton, MA-NH",Somerville,Middlesex County
94000,zip,"82901;WY;Rock Springs, WY;Rock Springs;Sweetwater County",82901,WY,"Rock Springs, WY",Rock Springs,Sweetwater County
76479,zip,"43035;OH;Columbus, OH;Lewis Center;Delaware County",43035,OH,"Columbus, OH",Lewis Center,Delaware County
90231,zip,"74017;OK;Tulsa, OK;Claremore;Rogers County",74017,OK,"Tulsa, OK",Claremore,Rogers County
99951,zip,"98665;WA;Portland-Vancouver-Hillsboro, OR-WA;Vancouver;Clark County",98665,WA,"Portland-Vancouver-Hillsboro, OR-WA",Vancouver,Clark County
65945,zip,"19468;PA;Philadelphia-Camden-Wilmington, PA-NJ-DE-MD;Royersford;Montgomery County",19468,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Royersford,Montgomery County
84311,zip,"60048;IL;Chicago-Naperville-Elgin, IL-IN-WI;Libertyville;Lake County",60048,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Libertyville,Lake County
73075,zip,"34275;FL;North Port-Sarasota-Bradenton, FL;Nokomis;Sarasota County",34275,FL,"North Port-Sarasota-Bradenton, FL",Nokomis,Sarasota County
73201,zip,"34747;FL;Orlando-Kissimmee-Sanford, FL;Kissimmee;Osceola County",34747,FL,"Orlando-Kissimmee-Sanford, FL",Kissimmee,Osceola County
81307,zip,"53227;WI;Milwaukee-Waukesha, WI;West Allis;Milwaukee County",53227,WI,"Milwaukee-Waukesha, WI",West Allis,Milwaukee County
73615,zip,"35802;AL;Huntsville, AL;Huntsville;Madison County",35802,AL,"Huntsville, AL",Huntsville,Madison County
97415,zip,"93704;CA;Fresno, CA;Fresno;Fresno County",93704,CA,"Fresno, CA",Fresno,Fresno County
77036,zip,"44136;OH;Cleveland-Elyria, OH;Strongsville;Cuyahoga County",44136,OH,"Cleveland-Elyria, OH",Strongsville,Cuyahoga County
96352,zip,"91321;CA;Los Angeles-Long Beach-Anaheim, CA;Santa Clarita;Los Angeles County",91321,CA,"Los Angeles-Long Beach-Anaheim, CA",Santa Clarita,Los Angeles County
96939,zip,"92602;CA;Los Angeles-Long Beach-Anaheim, CA;Irvine;Orange County",92602,CA,"Los Angeles-Long Beach-Anaheim, CA",Irvine,Orange County
62129,zip,"11510;NY;New York-Newark-Jersey City, NY-NJ-PA;Baldwin;Nassau County",11510,NY,"New York-Newark-Jersey City, NY-NJ-PA",Baldwin,Nassau County
58659,zip,"2145;MA;Boston-Cambridge-Newton, MA-NH;Somerville;Middlesex County",02145,MA,"Boston-Cambridge-Newton, MA-NH",Somerville,Middlesex County
96121,zip,"90274;CA;Los Angeles-Long Beach-Anaheim, CA;Rolling Hills Estates;Los Angeles County",90274,CA,"Los Angeles-Long Beach-Anaheim, CA",Rolling Hills Estates,Los Angeles County
97221,zip,"93305;CA;Bakersfield, CA;La Cresta - Altavista;Kern County",93305,CA,"Bakersfield, CA",La Cresta - Altavista,Kern County
84827,zip,"61109;IL;Rockford, IL;Rockford;Winnebago County",61109,IL,"Rockford, IL",Rockford,Winnebago County
81968,zip,"54911;WI;Appleton, WI;Appleton;Outagamie County",54911,WI,"Appleton, WI",Appleton,Outagamie County
62214,zip,"11735;NY;New York-Newark-Jersey City, NY-NJ-PA;Farmingdale;Nassau County",11735,NY,"New York-Newark-Jersey City, NY-NJ-PA",Farmingdale,Nassau County
82267,zip,"55417;MN;Minneapolis-St. Paul-Bloomington, MN-WI;Minneapolis;Hennepin County",55417,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Minneapolis,Hennepin County
71628,zip,"31707;GA;Albany, GA;Albany;Dougherty County",31707,GA,"Albany, GA",Albany,Dougherty County
79004,zip,"48135;MI;Detroit-Warren-Dearborn, MI;Garden City;Wayne County",48135,MI,"Detroit-Warren-Dearborn, MI",Garden City,Wayne County
96134,zip,"90302;CA;Los Angeles-Long Beach-Anaheim, CA;Inglewood;Los Angeles County",90302,CA,"Los Angeles-Long Beach-Anaheim, CA",Inglewood,Los Angeles County
72357,zip,"33019;FL;Miami-Fort Lauderdale-Pompano Beach, FL;Hollywood;Broward County",33019,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Hollywood,Broward County
93298,zip,"80222;CO;Denver-Aurora-Lakewood, CO;Denver;Arapahoe County",80222,CO,"Denver-Aurora-Lakewood, CO",Denver,Arapahoe County
72642,zip,"33487;FL;Miami-Fort Lauderdale-Pompano Beach, FL;Boca Raton;Palm Beach County",33487,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Boca Raton,Palm Beach County
97106,zip,"93035;CA;Oxnard-Thousand Oaks-Ventura, CA;Oxnard;Ventura County",93035,CA,"Oxnard-Thousand Oaks-Ventura, CA",Oxnard,Ventura County
59116,zip,"3431;NH;Keene, NH;Keene;Cheshire County",03431,NH,"Keene, NH",Keene,Cheshire County
76533,zip,"43119;OH;Columbus, OH;Galloway;Franklin County",43119,OH,"Columbus, OH",Galloway,Franklin County
96913,zip,"92555;CA;Riverside-San Bernardino-Ontario, CA;Moreno Valley;Riverside County",92555,CA,"Riverside-San Bernardino-Ontario, CA",Moreno Valley,Riverside County
85936,zip,"63118;MO;St. Louis, MO-IL;Saint Louis;Saint Louis City",63118,MO,"St. Louis, MO-IL",Saint Louis,Saint Louis City
62038,zip,"11228;NY;New York-Newark-Jersey City, NY-NJ-PA;New York;Kings County",11228,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,Kings County
82269,zip,"55419;MN;Minneapolis-St. Paul-Bloomington, MN-WI;Minneapolis;Hennepin County",55419,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Minneapolis,Hennepin County
75671,zip,"40403;KY;Richmond-Berea, KY;Berea;Madison County",40403,KY,"Richmond-Berea, KY",Berea,Madison County
99677,zip,"98271;WA;Seattle-Tacoma-Bellevue, WA;Marysville;Snohomish County",98271,WA,"Seattle-Tacoma-Bellevue, WA",Marysville,Snohomish County
61003,zip,"8205;NJ;Atlantic City-Hammonton, NJ;Galloway;Atlantic County",08205,NJ,"Atlantic City-Hammonton, NJ",Galloway,Atlantic County
88032,zip,"68502;NE;Lincoln, NE;Lincoln;Lancaster County",68502,NE,"Lincoln, NE",Lincoln,Lancaster County
94286,zip,"83714;ID;Boise City, ID;Boise;Ada County",83714,ID,"Boise City, ID",Boise,Ada County
88640,zip,"70517;LA;Lafayette, LA;Breaux Bridge;Saint Martin Parish",70517,LA,"Lafayette, LA",Breaux Bridge,Saint Martin Parish
59698,zip,"4901;ME;Augusta-Waterville, ME;Winslow;Kennebec County",04901,ME,"Augusta-Waterville, ME",Winslow,Kennebec County
87749,zip,"67801;KS;Dodge City, KS;Dodge City;Ford County",67801,KS,"Dodge City, KS",Dodge City,Ford County
91186,zip,"76012;TX;Dallas-Fort Worth-Arlington, TX;Arlington;Tarrant County",76012,TX,"Dallas-Fort Worth-Arlington, TX",Arlington,Tarrant County
87883,zip,"68137;NE;Omaha-Council Bluffs, NE-IA;Omaha;Douglas County",68137,NE,"Omaha-Council Bluffs, NE-IA",Omaha,Douglas County
64992,zip,"17257;PA;Harrisburg-Carlisle, PA;Shippensburg;Cumberland County",17257,PA,"Harrisburg-Carlisle, PA",Shippensburg,Cumberland County
97578,zip,"94124;CA;San Francisco-Oakland-Berkeley, CA;San Francisco;San Francisco County",94124,CA,"San Francisco-Oakland-Berkeley, CA",San Francisco,San Francisco County
94285,zip,"83713;ID;Boise City, ID;Boise;Ada County",83713,ID,"Boise City, ID",Boise,Ada County
72652,zip,"33510;FL;Tampa-St. Petersburg-Clearwater, FL;Brandon;Hillsborough County",33510,FL,"Tampa-St. Petersburg-Clearwater, FL",Brandon,Hillsborough County
78244,zip,"46750;IN;Huntington, IN;Huntington;Huntington County",46750,IN,"Huntington, IN",Huntington,Huntington County
92836,zip,"79107;TX;Amarillo, TX;Amarillo;Potter County",79107,TX,"Amarillo, TX",Amarillo,Potter County
63947,zip,"15216;PA;Pittsburgh, PA;Pittsburgh;Allegheny County",15216,PA,"Pittsburgh, PA",Pittsburgh,Allegheny County
69702,zip,"28081;NC;Charlotte-Concord-Gastonia, NC-SC;Kannapolis;Cabarrus County",28081,NC,"Charlotte-Concord-Gastonia, NC-SC",Kannapolis,Cabarrus County
85080,zip,"61615;IL;Peoria, IL;Peoria;Peoria County",61615,IL,"Peoria, IL",Peoria,Peoria County
99759,zip,"98373;WA;Seattle-Tacoma-Bellevue, WA;Puyallup;Pierce County",98373,WA,"Seattle-Tacoma-Bellevue, WA",Puyallup,Pierce County
67241,zip,"22401;VA;Washington-Arlington-Alexandria, DC-VA-MD-WV;Fredericksburg;Fredericksburg City",22401,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fredericksburg,Fredericksburg City
60169,zip,"6118;CT;Hartford-East Hartford-Middletown, CT;East Hartford;Hartford County",06118,CT,"Hartford-East Hartford-Middletown, CT",East Hartford,Hartford County
71886,zip,"32233;FL;Jacksonville, FL;Jacksonville;Duval County",32233,FL,"Jacksonville, FL",Jacksonville,Duval County
75560,zip,"40206;KY;Louisville/Jefferson County, KY-IN;Louisville;Jefferson County",40206,KY,"Louisville/Jefferson County, KY-IN",Louisville,Jefferson County
99597,zip,"98146;WA;Seattle-Tacoma-Bellevue, WA;Burien;King County",98146,WA,"Seattle-Tacoma-Bellevue, WA",Burien,King County
67228,zip,"22310;VA;Washington-Arlington-Alexandria, DC-VA-MD-WV;Rose Hill;Fairfax County",22310,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Rose Hill,Fairfax County
97800,zip,"94597;CA;San Francisco-Oakland-Berkeley, CA;Walnut Creek;Contra Costa County",94597,CA,"San Francisco-Oakland-Berkeley, CA",Walnut Creek,Contra Costa County
76490,zip,"43054;OH;Columbus, OH;New Albany;Franklin County",43054,OH,"Columbus, OH",New Albany,Franklin County
79127,zip,"48316;MI;Detroit-Warren-Dearborn, MI;Shelby Township;Macomb County",48316,MI,"Detroit-Warren-Dearborn, MI",Shelby Township,Macomb County
79572,zip,"49085;MI;Niles, MI;Saint Joseph;Berrien County",49085,MI,"Niles, MI",Saint Joseph,Berrien County
96981,zip,"92663;CA;Los Angeles-Long Beach-Anaheim, CA;Newport Beach;Orange County",92663,CA,"Los Angeles-Long Beach-Anaheim, CA",Newport Beach,Orange County
58499,zip,"1821;MA;Boston-Cambridge-Newton, MA-NH;Billerica;Middlesex County",01821,MA,"Boston-Cambridge-Newton, MA-NH",Billerica,Middlesex County
97586,zip,"94132;CA;San Francisco-Oakland-Berkeley, CA;San Francisco;San Francisco County",94132,CA,"San Francisco-Oakland-Berkeley, CA",San Francisco,San Francisco County
92615,zip,"78702;TX;Austin-Round Rock-Georgetown, TX;Austin;Travis County",78702,TX,"Austin-Round Rock-Georgetown, TX",Austin,Travis County
94475,zip,"84115;UT;Salt Lake City, UT;South Salt Lake;Salt Lake County",84115,UT,"Salt Lake City, UT",South Salt Lake,Salt Lake County
72686,zip,"33570;FL;Tampa-St. Petersburg-Clearwater, FL;Ruskin;Hillsborough County",33570,FL,"Tampa-St. Petersburg-Clearwater, FL",Ruskin,Hillsborough County
99011,zip,"97005;OR;Portland-Vancouver-Hillsboro, OR-WA;Beaverton;Washington County",97005,OR,"Portland-Vancouver-Hillsboro, OR-WA",Beaverton,Washington County
82299,zip,"55449;MN;Minneapolis-St. Paul-Bloomington, MN-WI;Blaine;Anoka County",55449,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Blaine,Anoka County
96524,zip,"91791;CA;Los Angeles-Long Beach-Anaheim, CA;West Covina;Los Angeles County",91791,CA,"Los Angeles-Long Beach-Anaheim, CA",West Covina,Los Angeles County
66496,zip,"20603;MD;Washington-Arlington-Alexandria, DC-VA-MD-WV;Waldorf;Charles County",20603,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Waldorf,Charles County
72862,zip,"33852;FL;Sebring-Avon Park, FL;Lake Placid;Highlands County",33852,FL,"Sebring-Avon Park, FL",Lake Placid,Highlands County
69766,zip,"28203;NC;Charlotte-Concord-Gastonia, NC-SC;Charlotte;Mecklenburg County",28203,NC,"Charlotte-Concord-Gastonia, NC-SC",Charlotte,Mecklenburg County
67191,zip,"22206;VA;Washington-Arlington-Alexandria, DC-VA-MD-WV;Arlington;Arlington County",22206,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Arlington,Arlington County
60388,zip,"6604;CT;Bridgeport-Stamford-Norwalk, CT;Bridgeport;Fairfield County",06604,CT,"Bridgeport-Stamford-Norwalk, CT",Bridgeport,Fairfield County
63856,zip,"15044;PA;Pittsburgh, PA;Gibsonia;Allegheny County",15044,PA,"Pittsburgh, PA",Gibsonia,Allegheny County
58969,zip,"2891;RI;Providence-Warwick, RI-MA;Westerly;Washington County",02891,RI,"Providence-Warwick, RI-MA",Westerly,Washington County
84319,zip,"60061;IL;Chicago-Naperville-Elgin, IL-IN-WI;Vernon Hills;Lake County",60061,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Vernon Hills,Lake County
97938,zip,"95032;CA;San Jose-Sunnyvale-Santa Clara, CA;Los Gatos;Santa Clara County",95032,CA,"San Jose-Sunnyvale-Santa Clara, CA",Los Gatos,Santa Clara County
90960,zip,"75503;TX;Texarkana, TX-AR;Texarkana;Bowie County",75503,TX,"Texarkana, TX-AR",Texarkana,Bowie County
68716,zip,"25701;WV;Huntington-Ashland, WV-KY-OH;Huntington;Cabell County",25701,WV,"Huntington-Ashland, WV-KY-OH",Huntington,Cabell County
90754,zip,"75201;TX;Dallas-Fort Worth-Arlington, TX;Dallas;Dallas County",75201,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,Dallas County
96169,zip,"90601;CA;Los Angeles-Long Beach-Anaheim, CA;Whittier;Los Angeles County",90601,CA,"Los Angeles-Long Beach-Anaheim, CA",Whittier,Los Angeles County
67801,zip,"23703;VA;Virginia Beach-Norfolk-Newport News, VA-NC;Portsmouth;Portsmouth City",23703,VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Portsmouth,Portsmouth City
97801,zip,"94598;CA;San Francisco-Oakland-Berkeley, CA;Walnut Creek;Contra Costa County",94598,CA,"San Francisco-Oakland-Berkeley, CA",Walnut Creek,Contra Costa County
93197,zip,"80005;CO;Denver-Aurora-Lakewood, CO;nan;Jefferson County",80005,CO,"Denver-Aurora-Lakewood, CO",nan,Jefferson County
67822,zip,"23834;VA;Richmond, VA;Colonial Heights;Chesterfield County",23834,VA,"Richmond, VA",Colonial Heights,Chesterfield County
89301,zip,"72015;AR;Little Rock-North Little Rock-Conway, AR;Benton;Saline County",72015,AR,"Little Rock-North Little Rock-Conway, AR",Benton,Saline County
84385,zip,"60134;IL;Chicago-Naperville-Elgin, IL-IN-WI;Geneva;Kane County",60134,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Geneva,Kane County
71874,zip,"32221;FL;Jacksonville, FL;Jacksonville;Duval County",32221,FL,"Jacksonville, FL",Jacksonville,Duval County
86350,zip,"64111;MO;Kansas City, MO-KS;Kansas City;Jackson County",64111,MO,"Kansas City, MO-KS",Kansas City,Jackson County
59202,zip,"3801;NH;Boston-Cambridge-Newton, MA-NH;Portsmouth;Rockingham County",03801,NH,"Boston-Cambridge-Newton, MA-NH",Portsmouth,Rockingham County
62090,zip,"11379;NY;New York-Newark-Jersey City, NY-NJ-PA;New York;Queens County",11379,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,Queens County
60432,zip,"6776;CT;Torrington, CT;New Milford;Litchfield County",06776,CT,"Torrington, CT",New Milford,Litchfield County
63941,zip,"15210;PA;Pittsburgh, PA;Mount Oliver;Allegheny County",15210,PA,"Pittsburgh, PA",Mount Oliver,Allegheny County
92340,zip,"78244;TX;San Antonio-New Braunfels, TX;San Antonio;Bexar County",78244,TX,"San Antonio-New Braunfels, TX",San Antonio,Bexar County
71549,zip,"31522;GA;Brunswick, GA;Saint Simons Island;Glynn County",31522,GA,"Brunswick, GA",Saint Simons Island,Glynn County
60474,zip,"6851;CT;Bridgeport-Stamford-Norwalk, CT;Norwalk;Fairfield County",06851,CT,"Bridgeport-Stamford-Norwalk, CT",Norwalk,Fairfield County
69655,zip,"28001;NC;Albemarle, NC;Albemarle;Stanly County",28001,NC,"Albemarle, NC",Albemarle,Stanly County
96948,zip,"92614;CA;Los Angeles-Long Beach-Anaheim, CA;Irvine;Orange County",92614,CA,"Los Angeles-Long Beach-Anaheim, CA",Irvine,Orange County
96503,zip,"91763;CA;Riverside-San Bernardino-Ontario, CA;Montclair;San Bernardino County",91763,CA,"Riverside-San Bernardino-Ontario, CA",Montclair,San Bernardino County
62280,zip,"11901;NY;New York-Newark-Jersey City, NY-NJ-PA;Riverhead;Suffolk County",11901,NY,"New York-Newark-Jersey City, NY-NJ-PA",Riverhead,Suffolk County
84603,zip,"60601;IL;Chicago-Naperville-Elgin, IL-IN-WI;Chicago;Cook County",60601,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Cook County
399617,zip,"72019;AR;Little Rock-North Little Rock-Conway, AR;Benton;Saline County",72019,AR,"Little Rock-North Little Rock-Conway, AR",Benton,Saline County
91562,zip,"76712;TX;Waco, TX;Woodway;McLennan County",76712,TX,"Waco, TX",Woodway,McLennan County
72388,zip,"33056;FL;Miami-Fort Lauderdale-Pompano Beach, FL;Miami Gardens;Miami-Dade County",33056,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami Gardens,Miami-Dade County
65879,zip,"19355;PA;Philadelphia-Camden-Wilmington, PA-NJ-DE-MD;Malvern;Chester County",19355,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Malvern,Chester County
72796,zip,"33755;FL;Tampa-St. Petersburg-Clearwater, FL;Clearwater;Pinellas County",33755,FL,"Tampa-St. Petersburg-Clearwater, FL",Clearwater,Pinellas County
80980,zip,"52405;IA;Cedar Rapids, IA;Cedar Rapids;Linn County",52405,IA,"Cedar Rapids, IA",Cedar Rapids,Linn County
81412,zip,"53593;WI;Madison, WI;Verona;Dane County",53593,WI,"Madison, WI",Verona,Dane County
88243,zip,"68901;NE;Hastings, NE;Hastings;Adams County",68901,NE,"Hastings, NE",Hastings,Adams County
81126,zip,"52804;IA;Davenport-Moline-Rock Island, IA-IL;Davenport;Scott County",52804,IA,"Davenport-Moline-Rock Island, IA-IL",Davenport,Scott County
70356,zip,"29201;SC;Columbia, SC;Columbia;Richland County",29201,SC,"Columbia, SC",Columbia,Richland County
72448,zip,"33145;FL;Miami-Fort Lauderdale-Pompano Beach, FL;Miami;Miami-Dade County",33145,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami,Miami-Dade County
78952,zip,"48076;MI;Detroit-Warren-Dearborn, MI;Lathrup Village;Oakland County",48076,MI,"Detroit-Warren-Dearborn, MI",Lathrup Village,Oakland County
74437,zip,"37716;TN;Knoxville, TN;Clinton;Anderson County",37716,TN,"Knoxville, TN",Clinton,Anderson County
95188,zip,"86401;AZ;Lake Havasu City-Kingman, AZ;Kingman;Mohave County",86401,AZ,"Lake Havasu City-Kingman, AZ",Kingman,Mohave County
81302,zip,"53222;WI;Milwaukee-Waukesha, WI;Milwaukee;Milwaukee County",53222,WI,"Milwaukee-Waukesha, WI",Milwaukee,Milwaukee County
94404,zip,"84037;UT;Ogden-Clearfield, UT;Kaysville;Davis County",84037,UT,"Ogden-Clearfield, UT",Kaysville,Davis County
92044,zip,"77583;TX;Houston-The Woodlands-Sugar Land, TX;Iowa Colony;Brazoria County",77583,TX,"Houston-The Woodlands-Sugar Land, TX",Iowa Colony,Brazoria County
63383,zip,"14043;NY;Buffalo-Cheektowaga, NY;Depew;Erie County",14043,NY,"Buffalo-Cheektowaga, NY",Depew,Erie County
85872,zip,"63028;MO;St. Louis, MO-IL;Festus;Jefferson County",63028,MO,"St. Louis, MO-IL",Festus,Jefferson County
75213,zip,"39209;MS;Jackson, MS;Jackson;Hinds County",39209,MS,"Jackson, MS",Jackson,Hinds County
88911,zip,"71105;LA;Shreveport-Bossier City, LA;Shreveport;Caddo Parish",71105,LA,"Shreveport-Bossier City, LA",Shreveport,Caddo Parish
72616,zip,"33455;FL;Port St. Lucie, FL;Hobe Sound;Martin County",33455,FL,"Port St. Lucie, FL",Hobe Sound,Martin County
90770,zip,"75218;TX;Dallas-Fort Worth-Arlington, TX;Dallas;Dallas County",75218,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,Dallas County
95996,zip,"90015;CA;Los Angeles-Long Beach-Anaheim, CA;Los Angeles;Los Angeles County",90015,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Los Angeles County
70799,zip,"30012;GA;Atlanta-Sandy Springs-Alpharetta, GA;Conyers;Rockdale County",30012,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Conyers,Rockdale County
70627,zip,"29646;SC;Greenwood, SC;Greenwood;Greenwood County",29646,SC,"Greenwood, SC",Greenwood,Greenwood County
66725,zip,"21015;MD;Baltimore-Columbia-Towson, MD;Bel Air;Harford County",21015,MD,"Baltimore-Columbia-Towson, MD",Bel Air,Harford County
77190,zip,"44460;OH;Salem, OH;Salem;Columbiana County",44460,OH,"Salem, OH",Salem,Columbiana County
94222,zip,"83607;ID;Boise City, ID;Caldwell;Canyon County",83607,ID,"Boise City, ID",Caldwell,Canyon County
86174,zip,"63755;MO;Cape Girardeau, MO-IL;Jackson;Cape Girardeau County",63755,MO,"Cape Girardeau, MO-IL",Jackson,Cape Girardeau County
86386,zip,"64152;MO;Kansas City, MO-KS;nan;Platte County",64152,MO,"Kansas City, MO-KS",nan,Platte County
93240,zip,"80108;CO;Denver-Aurora-Lakewood, CO;Castle Pines;Douglas County",80108,CO,"Denver-Aurora-Lakewood, CO",Castle Pines,Douglas County
58530,zip,"1880;MA;Boston-Cambridge-Newton, MA-NH;Wakefield;Middlesex County",01880,MA,"Boston-Cambridge-Newton, MA-NH",Wakefield,Middlesex County
76452,zip,"43004;OH;Columbus, OH;Blacklick;Franklin County",43004,OH,"Columbus, OH",Blacklick,Franklin County
97084,zip,"93004;CA;Oxnard-Thousand Oaks-Ventura, CA;Ventura;Ventura County",93004,CA,"Oxnard-Thousand Oaks-Ventura, CA",Ventura,Ventura County
78052,zip,"46240;IN;Indianapolis-Carmel-Anderson, IN;Indianapolis;Marion County",46240,IN,"Indianapolis-Carmel-Anderson, IN",Indianapolis,Marion County
79145,zip,"48335;MI;Detroit-Warren-Dearborn, MI;Farmington;Oakland County",48335,MI,"Detroit-Warren-Dearborn, MI",Farmington,Oakland County
79024,zip,"48161;MI;Monroe, MI;Monroe;Monroe County",48161,MI,"Monroe, MI",Monroe,Monroe County
82298,zip,"55448;MN;Minneapolis-St. Paul-Bloomington, MN-WI;Coon Rapids;Anoka County",55448,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Coon Rapids,Anoka County
93031,zip,"79701;TX;Midland, TX;Midland;Midland County",79701,TX,"Midland, TX",Midland,Midland County
77531,zip,"45240;OH;Cincinnati, OH-KY-IN;Forest Park;Hamilton County",45240,OH,"Cincinnati, OH-KY-IN",Forest Park,Hamilton County
70969,zip,"30224;GA;Atlanta-Sandy Springs-Alpharetta, GA;Griffin;Spalding County",30224,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Griffin,Spalding County
90674,zip,"75078;TX;Dallas-Fort Worth-Arlington, TX;Prosper;Collin County",75078,TX,"Dallas-Fort Worth-Arlington, TX",Prosper,Collin County
94598,zip,"84601;UT;Provo-Orem, UT;Provo;Utah County",84601,UT,"Provo-Orem, UT",Provo,Utah County
